City Id,City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Date
1492566,Severo-Yeniseyskiy,60.3725,93.0408,279.89,81,85,2.56,1653079915
3374120,Vila do Maio,15.1333,-23.2167,296.59,86,13,6.38,1653079915
2396518,Port-Gentil,-0.7193,8.7815,300.13,83,75,5.14,1653079915
1106643,Quatre Cocos,-20.2078,57.7625,297.64,72,72,7.16,1653079916
2381972,Adrar,20.5022,-10.0711,306.2,7,87,3.25,1653079916
1895695,Kushima,31.4583,131.2333,289.5,97,100,2.91,1653079700
2077895,Alice Springs,-23.7,133.8833,277.9,87,1,2.57,1653079917
2074865,Carnarvon,-24.8667,113.6333,293.52,65,0,5.96,1653079917
610612,Aktau,43.65,51.2,287.47,69,100,11.86,1653079917
1819729,Hong Kong,22.2855,114.1577,299.23,82,9,0.45,1653079808
2016405,Smolenka,52.1352,113.4974,275.19,64,44,0.0,1653079918
455298,Staicele,57.8364,24.75,281.54,97,100,5.85,1653079918
3576994,Cockburn Town,21.4612,-71.1419,300.17,83,98,7.97,1653079919
2035610,Nehe,48.4833,124.8333,285.62,56,70,5.02,1653079919
4639848,Maryville,35.7565,-83.9705,306.4,46,20,8.23,1653079871
3163198,Åmot,59.5714,7.9877,283.81,67,100,0.82,1653079920
3430545,Morón,-34.6534,-58.6198,291.09,63,14,1.58,1653079751
3860443,Comodoro Rivadavia,-45.8667,-67.5,289.07,48,0,2.57,1653079920
4465088,Elizabeth City,36.2946,-76.2511,308.18,52,0,6.17,1653079921
3407882,Altamira,-3.2033,-52.2064,302.2,70,75,1.03,1653079921
5712169,Baker City,44.7749,-117.8344,287.37,39,0,5.14,1653079921
2034400,Tongliao,43.6125,122.2653,290.67,40,75,1.38,1653079922
2975049,Arrondissement de Sens,48.1667,3.3333,286.13,92,8,1.56,1653079922
5746545,Portland,45.5234,-122.6762,288.23,64,75,1.54,1653079277
1045114,Inhambane,-23.865,35.3833,296.31,87,100,4.86,1653079923
1516048,Khovd,48.0056,91.6419,286.74,51,4,1.32,1653079923
1520381,Ordzhonīkīdze,52.4411,61.7408,288.38,80,100,10.9,1653079924
2136697,Lakatoro,-16.0999,167.4164,300.24,82,11,2.82,1653079924
5364271,Laguna,38.421,-121.4238,300.42,15,0,11.32,1653079924
1623197,Tual,-5.6667,132.75,301.77,69,15,8.02,1653079925
1224061,Wattegama,6.7989,81.4808,297.95,78,52,3.56,1653079925
3855065,General Roca,-39.0333,-67.5833,292.94,30,0,11.56,1653079926
2214846,Misratah,32.3754,15.0925,292.22,60,0,3.57,1653079926
1489822,Tegul'det,57.3064,88.1667,286.71,58,75,4.51,1653079926
1266122,Korba,22.35,82.6833,303.02,31,8,2.31,1653079927
5972762,Hay River,60.8156,-115.7999,286.13,28,40,3.6,1653079854
930629,Chipoka,-13.9933,34.5157,296.78,65,100,0.3,1653079927
3691954,Sechura,-5.5569,-80.8222,297.78,58,25,7.12,1653079928
3430443,Necochea,-38.5473,-58.7368,285.36,56,100,3.95,1653079875
1054329,Vangaindrano,-23.35,47.6,291.58,87,0,2.13,1653079928
1179515,Duki,30.1541,68.5728,299.81,10,0,6.32,1653079928
3466980,Caravelas,-17.7125,-39.2481,293.33,69,2,2.74,1653079929
1507636,Chunskiy,56.0815,99.6342,284.66,86,100,1.44,1653079929
7281807,Seddon,-37.8068,144.8916,280.75,90,0,3.6,1653079930
2413419,Gunjur,13.2019,-16.7339,298.19,83,0,5.66,1653079930
1266029,Kotapārh,19.15,82.35,300.19,70,100,4.09,1653079930
3404558,Cabedelo,-6.9811,-34.8339,301.52,80,65,3.62,1653079931
3394372,Morros,-9.4467,-46.3003,297.35,44,28,2.48,1653079931
2541479,Nador,35.174,-2.9287,294.29,88,100,2.06,1653079932
554894,Izberbash,42.5696,47.8645,289.18,64,100,3.37,1653079932
1033356,Nampula,-15.1165,39.2666,295.12,88,0,2.57,1653079933
1861416,Ishigaki,24.3448,124.1572,296.22,94,100,3.6,1653079933
5354943,Half Moon Bay,37.4636,-122.4286,300.67,24,0,6.69,1653079934
2278158,Buchanan,5.8808,-10.0467,298.71,88,98,4.34,1653079994
2274895,Monrovia,6.3005,-10.7969,298.86,87,100,4.76,1653079994
2120047,Ust'-Omchug,61.15,149.6333,273.94,94,100,2.24,1653079995
3361934,Saldanha,-33.0117,17.9442,284.18,70,2,7.29,1653079995
3345439,Telford,52.6766,-2.4493,285.88,76,100,7.2,1653079702
3395981,Maceió,-9.6658,-35.7353,297.84,83,75,1.54,1653079956
2023584,Imeni Poliny Osipenko,52.4201,136.4853,279.35,92,100,2.19,1653079996
2448083,Agadez,19.75,10.25,302.86,19,5,4.54,1653079996
1517060,Zaysan,47.4667,84.8667,290.08,45,2,2.3,1653079997
1812256,Dongsheng,39.8161,109.9776,289.27,37,61,3.03,1653079997
6201197,Muhafazat Lahij,13.1667,44.5833,303.23,31,2,2.75,1653079998
5962442,Goderich,43.7501,-81.7165,298.33,65,81,8.75,1653079998
5042373,Prior Lake,44.7133,-93.4227,292.18,53,40,7.15,1653079902
2880547,Langwedel,52.9667,9.2167,287.07,94,97,9.33,1653079999
1279068,Aland,17.5667,76.5667,298.33,79,100,5.14,1653079999
1807339,Huangmei,30.1924,116.025,288.95,90,49,1.07,1653080000
1337619,Ugoofaaru,5.6667,73.0,301.55,77,91,6.34,1653080000
964137,Pretoria,-25.7449,28.1878,286.04,87,99,3.6,1653080000
2427336,Moussoro,13.6408,16.4901,307.41,9,4,7.38,1653080001
493405,Shumyachi,53.8583,32.4242,282.04,94,100,4.6,1653080001
6096551,Pangnirtung,66.1451,-65.7125,275.02,87,100,0.51,1653080002
2415702,Siguiri,11.6667,-9.5,304.29,38,67,1.24,1653080002
3347353,Menongue,-14.6585,17.691,288.26,57,19,0.59,1653080002
5850554,Makakilo City,21.3469,-158.0858,299.92,83,75,1.54,1653080003
5882953,Aklavik,68.2191,-135.0107,283.15,46,75,1.54,1653080003
3181259,Cairo Montenotte,44.4031,8.2746,292.35,95,39,1.94,1653080004
6058024,Lloydminster,53.2835,-110.0016,282.27,31,100,8.23,1653080004
1794971,Shitanjing,39.2342,106.3439,290.25,19,82,1.55,1653080005
3674702,Miranda,3.2499,-76.2281,298.22,82,86,0.06,1653080005
1631393,Prabumulih,-3.45,104.25,296.9,97,99,0.64,1653080005
3420846,Qaqortoq,60.7167,-46.0333,277.98,75,27,2.08,1653080006
3984997,San Quintín,30.4833,-115.95,292.56,66,18,5.69,1653080006
548791,Kichmengskiy Gorodok,59.9816,45.7854,272.08,91,92,2.67,1653080007
3512128,Bajos de Haina,18.4154,-70.0332,305.11,70,40,5.14,1653079975
3894426,Coyhaique,-45.5752,-72.0662,282.12,93,75,2.06,1653080007
3402648,Carutapera,-1.195,-46.02,296.97,93,100,1.44,1653080007
2173911,Broken Hill,-31.95,141.4333,282.75,84,100,4.71,1653080008
2152659,Port Macquarie,-31.4333,152.9167,286.98,82,97,3.29,1653079843
3354071,Oranjemund,-28.55,16.4333,284.96,88,0,2.79,1653079999
779683,Hammerfest,70.6634,23.6821,279.4,65,0,3.6,1653080008
1514829,Taboshar,40.5686,69.6413,288.33,44,80,0.28,1653080009
3529669,Dzemul,21.2,-89.3,312.19,45,95,3.99,1653080009
2641434,Northam,51.0333,-4.2167,286.14,89,6,6.77,1653080009
1491428,Solton,52.8429,86.4787,284.09,89,14,2.61,1653080010
4031637,Lavrentiya,65.5833,-171.0,274.92,95,47,3.56,1653080010
606531,Boden,65.8252,21.6886,278.15,66,74,2.28,1653080010
7117100,Vila,42.0304,-8.1588,293.54,63,99,2.64,1653080011
3697441,El Alto,-4.2714,-81.2147,294.96,77,22,7.88,1653080011
244878,Biltine,14.5333,20.9167,305.55,10,4,5.22,1653080012
1214073,Rantauprapat,2.1,99.8333,296.36,99,100,0.4,1653080012
6316343,Alta Floresta,-9.8756,-56.0861,303.05,32,0,1.54,1653079870
5258296,Kaukauna,44.278,-88.272,292.13,83,100,4.79,1653079883
2025630,Chara,56.9064,118.2631,279.31,83,77,1.27,1653080013
4003938,Jiménez,28.3333,-105.4,306.8,5,0,4.86,1653080013
2013279,Vostok,46.4856,135.8833,284.82,69,57,2.05,1653080013
2037611,Dongning,44.0622,131.1207,288.25,72,98,1.34,1653080014
1510689,Baykit,61.67,96.37,281.04,93,22,1.31,1653080014
1798473,Puqi,29.7167,113.8833,288.58,94,68,1.01,1653080015
3945985,Camaná,-16.6228,-72.7111,293.07,76,85,3.59,1653080015
1487784,Vargashi,55.3556,65.8467,281.44,66,100,1.8,1653080015
3397763,Jacareacanga,-6.2222,-57.7528,299.75,65,1,0.96,1653080032
779350,Karasjok,69.4719,25.5112,275.58,100,100,1.62,1653080076
364027,Wagar,16.1525,36.2032,305.75,19,50,3.58,1653080037
2311968,Nioki,-2.7167,17.6833,295.21,99,100,0.95,1653080076
2374583,Bubaque,11.2833,-15.8333,299.4,80,7,8.85,1653080076
2381334,Atar,20.5169,-13.0499,305.96,18,95,3.52,1653080077
8052190,Sindang,-7.0047,108.335,293.3,97,100,1.73,1653080077
5392171,San Jose,37.3394,-121.895,299.77,24,20,6.17,1653079764
1510690,Bay-Khaak,51.1667,94.5,283.57,80,88,2.06,1653080078
1626542,Sorong,-0.8833,131.25,298.44,87,78,2.97,1653080078
3866163,Alta Gracia,-31.6529,-64.4283,295.58,35,0,1.21,1653080078
2142316,Yeppoon,-23.1333,150.7333,290.03,91,100,9.55,1653080079
6137462,Saint-Augustin,51.226,-58.6502,287.16,48,39,5.86,1653080079
3191648,Zlobin,45.2924,14.6541,287.94,71,0,1.54,1653080080
1495626,Pangody,65.85,74.4859,277.96,74,100,2.76,1653080080
148442,Astara,38.5,48.6667,282.54,89,100,0.65,1653080081
2126682,Bilibino,68.0546,166.4372,276.22,84,20,1.14,1653080081
2020838,Lensk,60.7253,114.9278,278.22,95,34,1.1,1653080082
4273299,Hutchinson,38.0608,-97.9298,295.23,38,0,5.66,1653079374
477940,Ust-Tsilma,65.441,52.1498,272.24,83,100,3.76,1653080082
3453457,Pitangui,-19.6828,-44.8903,287.25,54,0,0.94,1653080082
108410,Riyadh,24.6877,46.7219,306.23,11,0,1.51,1653079824
1246294,Galle,6.0367,80.217,299.16,88,26,4.31,1653080083
2686162,Oskarshamn,57.2645,16.4484,282.03,98,100,3.41,1653080083
5225507,Warwick,41.7001,-71.4162,297.25,71,75,5.14,1653080084
1855540,Naze,28.3667,129.4833,295.66,93,100,8.12,1653080084
70979,Sayyan,15.1718,44.3244,291.0,21,5,1.59,1653080085
5879400,Anchorage,61.2181,-149.9003,292.56,36,20,3.09,1653080017
4787534,Sterling,39.0062,-77.4286,306.51,64,0,3.6,1653080085
777019,Vardø,70.3705,31.1107,276.14,75,75,10.29,1653080086
2140558,Koumac,-20.5667,164.2833,298.28,82,4,4.22,1653080086
2027042,Batagay-Alyta,67.8006,130.4114,271.64,89,95,1.28,1653080087
1696105,Palimbang,6.2106,124.1894,298.52,88,100,2.28,1653080087
286245,Sur,22.5667,59.5289,305.44,44,4,6.73,1653080088
704885,Korostyshiv,50.3172,29.0563,288.21,91,60,4.82,1653080088
2643044,Margate,51.3813,1.3862,285.54,85,30,3.13,1653080062
2963295,Killybegs,54.6333,-8.45,284.99,86,17,8.3,1653080088
1508427,Charyshskoye,51.3978,83.5598,285.09,68,12,2.68,1653080089
4231997,Avera,33.194,-82.5271,307.34,27,100,5.15,1653080089
3471309,Auriflama,-20.6856,-50.5547,288.6,44,0,1.49,1653079867
721208,Egyek,47.6333,20.9,290.4,76,72,3.25,1653080090
296173,Yüksekova,37.5736,44.2872,279.97,73,3,1.69,1653080090
149812,Sokoni,-6.4333,39.55,299.52,77,100,5.3,1653080091
3661980,Tarauacá,-8.1614,-70.7656,301.66,58,75,0.84,1653080091
3401963,Colinas,-6.0258,-44.2492,294.48,94,100,0.39,1653080091
4007676,Pueblo Nuevo,23.3833,-105.3833,297.73,21,0,4.32,1653080092
3622193,Quepos,9.4236,-84.1652,300.36,77,63,2.89,1653079830
3380290,Sinnamary,5.3833,-52.95,298.51,89,86,4.75,1653080092
3573374,The Valley,18.217,-63.0578,303.07,70,40,6.17,1653080092
3870243,Taltal,-25.4,-70.4833,291.83,64,100,0.95,1653080093
779554,Honningsvåg,70.9821,25.9704,278.01,65,0,5.14,1653080093
2033536,Yakeshi,49.2833,120.7333,283.72,44,55,1.34,1653080094
2033128,Zhenlai,45.8495,123.2973,289.43,38,3,3.0,1653080094
3414079,Olafsvik,64.8945,-23.7142,282.25,82,83,2.9,1653080094
2127282,Aleksandrovsk-Sakhalinskiy,50.8975,142.1561,277.91,98,100,1.6,1653080095
6050066,La Ronge,55.1001,-105.2842,282.29,27,75,8.23,1653080095
2122783,Katangli,51.7102,143.2326,274.87,89,100,4.79,1653080095
3728097,Les Cayes,18.2,-73.75,301.63,73,48,4.41,1653080096
2967856,Vitry-le-François,48.7333,4.5833,289.38,84,23,2.39,1653080096
5807212,Port Angeles,48.1181,-123.4307,289.12,73,0,4.02,1653080094
5749352,Roseburg,43.2165,-123.3417,292.32,48,40,6.17,1653079976
376332,Doka,13.5167,35.7667,305.6,33,55,6.3,1653080157
4333811,Morgan City,29.6994,-91.2068,304.27,74,20,5.14,1653080157
3668605,Santa Marta,11.2408,-74.199,304.76,63,75,2.06,1653079913
2158562,Maryborough,-25.5333,152.7,291.54,95,100,3.52,1653080157
1684803,Tabuk,17.4189,121.4443,296.15,90,99,1.13,1653080158
53654,Mogadishu,2.0371,45.3438,299.67,80,39,7.4,1653080158
3598787,Champerico,14.3,-91.9167,305.45,65,100,3.54,1653080159
103630,Najrān,17.4924,44.1277,299.51,13,4,1.15,1653080159
2236568,Uíge,-7.6087,15.0613,292.67,89,18,0.54,1653080052
4992232,Escanaba,45.7453,-87.0646,289.13,89,100,2.57,1653080146
2250645,Kédougou,12.5579,-12.1743,307.96,21,33,1.88,1653080160
80509,Al Bardīyah,31.7561,25.0865,290.72,61,0,2.61,1653080160
2525392,Capaci,38.1711,13.2393,293.22,69,0,4.12,1653080161
974933,Mogwase,-25.185,27.2665,286.71,87,100,3.68,1653080161
4535783,El Reno,35.5323,-97.955,301.71,42,0,5.14,1653080161
2168305,Dubbo,-32.25,148.6167,283.22,87,81,4.63,1653080134
1283334,Birin,26.8865,88.0718,287.94,86,88,2.08,1653080162
3689709,Arbeláez,4.2725,-74.4151,294.92,81,97,0.86,1653080162
1524325,Ekibastuz,51.6667,75.3667,290.32,44,39,4.55,1653080163
2132606,Samarai,-10.6167,150.6667,300.9,75,37,3.69,1653080163
3670719,Riosucio,5.4216,-75.7032,291.57,95,87,0.83,1653080163
1842966,Gijang,35.2442,129.2139,289.0,77,6,1.53,1653080109
1816440,Bengbu,32.9408,117.3608,290.18,67,50,2.33,1653079887
1794209,Simao,22.7886,100.9748,290.65,98,100,0.98,1653080164
3663503,Manicoré,-5.8092,-61.3003,302.12,51,0,2.06,1653080164
1495144,Petrokamenskoye,57.716,60.6484,275.99,77,99,1.6,1653080165
3095795,Kołobrzeg,54.1757,15.5834,285.02,91,100,2.79,1653080165
1264010,Mālūr,13.0075,77.9378,295.97,89,100,6.38,1653080166
4018582,Ameca,20.55,-104.0333,308.34,9,0,3.58,1653079922
1168700,Ormara,25.2088,64.6357,300.66,93,4,6.88,1653080060
2123100,Myaundzha,63.0494,147.1858,271.59,93,99,1.22,1653080166
3587498,Acajutla,13.5928,-89.8275,302.16,66,81,2.93,1653080167
792680,Belgrade,44.804,20.4651,292.42,45,0,2.06,1653080102
2269142,Colares,38.7992,-9.4469,299.97,54,0,6.17,1653079913
797213,Pervomayskoye,43.919,46.7102,285.46,75,89,7.77,1653080167
3386177,Trairi,-3.2778,-39.2689,298.58,87,96,2.32,1653080009
3687972,Calamar,10.2511,-74.9146,302.61,72,100,3.77,1653080168
5134295,Rome,43.2128,-75.4557,300.58,52,98,3.13,1653080168
